source_idiom,source_lang,target_idiom,target_lang,label,idiom_string,split,source
"Myth no. 1 : you have to be an athlete to exercise At school, did you simply go through the motions in your physical - education class?",en,,,1,go through the motions,train,MAGPIE
"We go to work, eat, sleep, get married, have children, get divorced, always just going through the motions without being involved, without sparkle, without real enjoyment or genuine pain.",en,,,1,go through the motions,train,MAGPIE
"The police would go through the motions, but they wouldn't make a meal of it.",en,,,1,go through the motions,train,MAGPIE
"So er we used to go through the motions and er after about er three weeks I think it was, no, yeah, two or three weeks anyway.",en,,,1,go through the motions,train,MAGPIE
But practice can mean going through the motions just as much as accumulating factual knowledge.,en,,,1,go through the motions,train,MAGPIE
‘ But if I 'm not enjoying it I won't make the mistake of going through the motions like I did this year.’,en,,,1,go through the motions,train,MAGPIE
"When I met them, I did not come out with all the clichéd bullshit and all the record company going - through - the - motions kind of thing, ' he says.",en,,,1,go through the motions,train,MAGPIE
"Mechanically going through the motions, repeating his words, hardly aware of the small Monday night audience, hardly aware of the new girl hesitantly feeding him Lesley - Jane's lines, he was in an agony of apprehension throughout the performance.",en,,,1,go through the motions,train,MAGPIE
Cos there's no point in coming back and doing a second appointment and just go through the motions cos that will lead to what?,en,,,1,go through the motions,train,MAGPIE
yes it's more it's just going through the motions of a story at the moment rather than,en,,,1,go through the motions,train,MAGPIE
"Then still holding it, she went to the toilet and, just as she was, she sat down on the edge of the seat and, bending forward, she went through the motion of wringing out the cloth once again.",en,,,1,go through the motions,train,MAGPIE
"Er then election day we were out all day with, with a driver of a car getting people out and for them or going through the motions.",en,,,1,go through the motions,train,MAGPIE
More intense review than that provided by a test of arbitrariness will be necessary in order to ensure that the agency does not just go through the motions of listening to people.,en,,,1,go through the motions,train,MAGPIE
"Tonight Mr Deputy Speaker, the Conservatives have gone through the motions.",en,,,1,go through the motions,train,MAGPIE
"The choice that is left is to go through the motions either with counterfeit conviction, or with subversion and disdain.",en,,,1,go through the motions,train,MAGPIE
Mark Twain was so impressed he included a description in his work The Innocents Abroad : ' I watched the Silver Swan which had a living grace about his movements and a living intelligence in his eyes — watched him swimming about as comfortably and unconcernedly as if he had been born in a morass instead of a jewellers ' shop — watched him seize a silver fish from under the water and hold up his head and go through all the customary and elaborate motions of swallowing it '.,en,,,1,go through the motions,train,MAGPIE
' Go through the motions of searching for the ship.,en,,,1,go through the motions,train,MAGPIE
"On this occasion congress exercised its constitutional right to declare war, but, in retrospect, this seems to have been no more than a case of going through the motions — the age of crisis was well underway and the constitutional balance of powers would never be the same again.",en,,,1,go through the motions,train,MAGPIE
"Call them A — F. Three groups ( A — C ) would be trained on water, three ( D — F ) on the methylanthranilate, and amongst both water and methylanthranilate birds, one group ( A and D ) would be unshocked ( or rather, to be sure, ‘ sham’ shocked — I would go through the motions of shocking them but with the current turned off ), one group shocked immediately after training ( B and E ) and one shocked after a delay ( C and F ).",en,,,1,go through the motions,train,MAGPIE
you 're going through the motions,en,,,1,go through the motions,train,MAGPIE
Players just go through the motions and their lack of pleasure is conveyed to the crowds.,en,,,1,go through the motions,train,MAGPIE
His creator had fashioned him from clockwork and set him to go through the motions of living without giving him the actual breath of life.,en,,,1,go through the motions,train,MAGPIE
"He went on going through the motions of being a poet until the very end, and inevitably, because he kept in practice, hit upon some successes —‘gleams like the flashing of a shield’ occur in unexpected places.",en,,,1,go through the motions,train,MAGPIE
"Because if you if you if that's all it is then you 're just going through the motions, you 're not actually going ahead and receiving the Sacrament of Confirmation.",en,,,1,go through the motions,train,MAGPIE
"At any rate he applied his tongue to the wood, and then went through all the motions of an expert tea - taster — even to that final feat of expectorating through the clenched teeth with precision and gusto.",en,,,1,go through the motions,train,MAGPIE
pic in mind As you go through the motions Of,en,,,1,go through the motions,train,MAGPIE
"( I may have gone through the verbal motions once or twice, but that's all. )",en,,,1,go through the motions,train,MAGPIE
We just give up and go through the motions and we let our negativity harden inside us.,en,,,1,go through the motions,train,MAGPIE
"Though he had gone through the motions of caring she saw now with the painful wisdom of hindsight that, despite all his assurances of love and respect for her, he had really only been interested in his own pleasure, pursuing it with all the subtlety of a bulldozer.",en,,,1,go through the motions,train,MAGPIE
Ballymena's stay in Section I ended after five years when Bangor landed a double victory last week - end and they 'll merely be going through the motions at Ballygomartin Road against Woodvale.,en,,,1,go through the motions,train,MAGPIE
"In the novel he stays polarized, but without bulk and in a tragic sense without force ; he goes through the motions ( ‘ the habits of a decent man’ and so forth ) while his great - sinner infamies are unloaded upon a past which he can not even renounce.",en,,,1,go through the motions,train,MAGPIE
But of course it would be possible to go through the behavioural motions of requesting without having any of the requisite beliefs and intentions.,en,,,1,go through the motions,train,MAGPIE
"After that he and Paul trudged from office to office, going through the motions, expecting nothing.",en,,,1,go through the motions,train,MAGPIE
"As Pollitt notes ( 1986a, p. 165)'a government can force its employees to go through the motions, but it can not mandate enthusiasm and commitment '.",en,,,1,go through the motions,train,MAGPIE
"And although the bureaucratic mice were invisibly at work, he still went through the motions of shifting hands and improving his grip on the branch.",en,,,1,go through the motions,train,MAGPIE
"The person who is justified, the church which believes this, Christians who believe in a God who changes lives, can not just simply go through the motions.",en,,,1,go through the motions,train,MAGPIE
Even quite senior figures in the system just went through the motions of working and fulfilling the crazy plan laid down from a great height without taking local conditions into account.,en,,,1,go through the motions,train,MAGPIE
Shit on their memory and we 'll go through the motions.,en,,,1,go through the motions,train,MAGPIE
It seems the Colchester team are in a phase of ‘ going through the motions’ and are certainly guilty of an unacceptable number of turnovers and missed shots.,en,,,1,go through the motions,train,MAGPIE
"If we daydream while going through the motions of reading we can still recognise words, and perhaps even convince ourselves that we are reading.",en,,,1,go through the motions,train,MAGPIE
"He managed only 1.91 metres ( his best is 2.14 ), went through the motions in the final event of the first day, and quit.",en,,,1,go through the motions,train,MAGPIE
Jonathan's inbuilt circuitry went through its magical motions.,en,,,1,go through the motions,train,MAGPIE
"While on his own home ground he knows how to do things, or how to get them done, beyond the boundaries of his home ground he knows, at best, only that he should comply with the rules without necessarily understanding why or precisely what all of the relevant rules are : he may simply go through the motions.",en,,,1,go through the motions,train,MAGPIE
"But he had felt that he was still the same Mark Underwood, drearily going through the motions of belief instead of drearily going through the motions of disbelief ; that the searing, galvanic experience men called conversion was like an unexploded bomb ticking away inside him.",en,,,1,go through the motions,train,MAGPIE
"Yet they went through the motions : bold summaries, joint papers, graphs, maps and a special binder with the scheme title typed on it.",en,,,1,go through the motions,train,MAGPIE
So we go through the motions of feeding ourselves.,en,,,1,go through the motions,train,MAGPIE
"Sows in stalls often go through the motions of nest - building, nosing and pawing the floor.",en,,,1,go through the motions,train,MAGPIE
PAUL Malone today warned his League Cup flops : ' Go through the motions against Linfield and you 're out of my Irish Cup plans! ',en,,,1,go through the motions,train,MAGPIE
"For the first time she was really listening, not going through the motions of an argument.",en,,,1,go through the motions,train,MAGPIE
"Moving like an automaton, she went through all the motions of washing, dressing and putting on make - up.",en,,,1,go through the motions,train,MAGPIE
"He belongs to a paper society which goes through the motions of life, in the air, notionally.",en,,,1,go through the motions,train,MAGPIE
' I am not going to spend big money bringing players over from Scotland simply for them to go through the motions. ',en,,,1,go through the motions,train,MAGPIE
All you need is a well - fed body to go through the motions of life.,en,,,1,go through the motions,train,MAGPIE
Hooligans go through the motions of violence but relatively little damage is done either to property or to the person.,en,,,1,go through the motions,train,MAGPIE
"In the litter tray they do the same thing, but if it has been used several times without being properly cleaned out this becomes impossible and the cat will then prefer to defecate elsewhere, even if it has to go through the motions of covering its dung with imaginary earth after it has deposited it on a wooden floor or a carpet.",en,,,0,go through the motions,train,MAGPIE
"‘ To me,’ Once More‘sounds like a rock band going through the motions.’",en,,,1,go through the motions,train,MAGPIE
What did irritate me was the old crusty - type who went through the motions of standing in front of everyone and asking them if they ‘ had any spare change for an old dosser’.,en,,,1,go through the motions,train,MAGPIE
"If this happens at night, go to ground, shelter yourself as best you can and go looking for help the next day unless you 're likely to freeze to death in the meantime.",en,,,1,go to ground,train,MAGPIE
‘ He 'll probably go to ground.,en,,,1,go to ground,train,MAGPIE
"Let any crook try to find me, I said to myself, when I go to ground in Uulaa - la.",en,,,1,go to ground,train,MAGPIE
He's gone to ground since The Sun named him as the man who passed on a tape of a telephone call allegedly made by the Princess of Wales to an admirer on New Year's Eve 1989.,en,,,1,go to ground,train,MAGPIE
Botica's scintillating running earned him the Man of the Match Award and he ended with a points haul of 18 with seven goals and a try when he swooped and fly - kicked on a wayward Northern pass which had gone to ground 40 yards out.,en,,,0,go to ground,train,MAGPIE
"Since they have been disturbed and more than a little frightened in the process they will vacate the burrow, will very likely feed and then either lie rough on the surface somewhere or go to ground in a completely fresh burrow system.",en,,,0,go to ground,train,MAGPIE
"Jorge del Castillo of the main opposition American Popular Revolutionary Alliance ( APRA, whose secretary - general Alan García Pérez had gone to ground following the April presidential coup — see p. 38846 ), announced on May 15 that the party would not participate in the municipal elections, still scheduled to take place in November 1992.",en,,,1,go to ground,train,MAGPIE
"Its defence of justification was withdrawn at the trial when its alleged "" highly - placed sources "" went to ground.",en,,,1,go to ground,train,MAGPIE
‘ You 'll doubtless go to ground and leave me to cope with everything.’,en,,,1,go to ground,train,MAGPIE
"With no help around, you may have to resort to another tactic — a risky one : going to ground.",en,,,1,go to ground,train,MAGPIE
"Either he had gone to ground very effectively and was in hiding, or — and this was a rumour that spread increasingly amongst the cast — he had killed himself.",en,,,1,go to ground,train,MAGPIE
"Then he pulled her to him, and kissed her and this time stayed kissing her, and when she did not struggle, he pressed on, and went down to the ground with her and months of longing for her flooded him almost instantly, so that he had no time to swing with her long, cool firmness as he had dreamed of so often, but the instant release in contact with her swept away all his turbulence.",en,,,0,go to ground,train,MAGPIE
"Wytch Farm managers have also been on a teambuilding exercise — but instead of sailing on water, however, they went to ground!",en,,,1,go to ground,train,MAGPIE
"The Norwegian killed the leader with a single shot, but the other man went to ground.",en,,,1,go to ground,train,MAGPIE
"The reformers have gone to ground,""he continued.",en,,,1,go to ground,train,MAGPIE
And there was a lot of space between the hut and the door and the wind took me and flung me right up against the tank and I went down to the ground and crawled on me hands and knees.,en,,,0,go to ground,train,MAGPIE
The dead man's brother has gone to ground.,en,,,1,go to ground,train,MAGPIE
"As soon as you have had enough you wait until the plane arrives, going on to newer ground or back for a return flight to the bright lights of Reykjavik.",en,,,0,go to ground,train,MAGPIE
"If the warren and burrow systems are first cleared in the autumn, subsequent work in the area on other systems is likely to lead to rabbits evicted from one set of burrows going to ground elsewhere.",en,,,1,go to ground,train,MAGPIE
We went down to the practice ground and had a round and that was it.,en,,,0,go to ground,train,MAGPIE
"‘ Get clear, go to ground, stay there.",en,,,1,go to ground,train,MAGPIE
"' Players will be encouraged to go to the ground when tackled to form a ruck, which goes against the whole purpose of staying on your feet to play rugby. '",en,,,0,go to ground,train,MAGPIE
"‘ I think the fox has gone to ground, Papa,’ Artemis said breathlessly, pointing into the woods.",en,,,1,go to ground,train,MAGPIE
"He left a meticulously explanatory note on her dressing - table to say that he and the child would be telephoning, and went to ground at the airport hotel.",en,,,1,go to ground,train,MAGPIE
' That's what you always expect when you go to lower division grounds and this one will be no different.,en,,,0,go to ground,train,MAGPIE
It's my guess they went to ground somewhere in that area.’,en,,,1,go to ground,train,MAGPIE
"Boz went to the ground like a felled tree and Seb dropped to his knees, thoroughly dazed.",en,,,0,go to ground,train,MAGPIE
‘ Someone's really let this lot go to seed.’,en,,,1,go to seed,train,MAGPIE
‘ Looks somewhat gone to seed.’,en,,,1,go to seed,train,MAGPIE
It's gone to seed now ; each loose pane pitted,en,,,1,go to seed,train,MAGPIE
"Onions, left to go to seed, displayed magnificent fluffy heads, and a host of chirruping birds fluttered excitedly about the varied riches of the wilderness.",en,,,1,go to seed,train,MAGPIE
"Many were dressed in fatigues ; some, with unkempt hair and pot - bellies, looked as if they had started to go to seed long ago.",en,,,1,go to seed,train,MAGPIE
The area had been going to seed for many years after the ship chandlers who once thrived there went one by one out of business.,en,,,1,go to seed,train,MAGPIE
"At the same time, a drought affected the area, and heliotrope had time to grow and go to seed.",en,,,1,go to seed,train,MAGPIE
Going to seed,en,,,0,go to seed,train,MAGPIE
"even after his marriage, to mow the lawn ; it gave her so little enjoyment that Clara wondered why she did not let it go to seed.",en,,,0,go to seed,train,MAGPIE
"He lifted his nose, like a gone - to - seed beagle.",en,,,1,go to seed,train,MAGPIE
"Betty would probably rather be in the Dordogne, but she was here making sure that Lydia didn't lay violent hands on herself in the profundity of her misery, or let herself go to seed in the spiritless fashion of an old thistle.",en,,,1,go to seed,train,MAGPIE
"The Inverness - Kyle railway still runs past and the train still halts if anyone requests it, but with the ferry gone and the road traffic diverted the place has gone to seed ; there are a few houses, a craft shop, the railway platform, a wharf and an abandoned compound owned by Marconi, and the hotel.",en,,,1,go to seed,train,MAGPIE
"She looked middle - aged, overdressed, a show - girl gone to seed.",en,,,1,go to seed,train,MAGPIE
"A fellow of mediocre talent will remain a mediocrity, whether he travels or not ; but one of superior talent ( which without impiety I can not deny that I possess ) will go to seed, if he always remains in the same place.",en,,,1,go to seed,train,MAGPIE
And a production should not just be a matter of getting a good notice and leaving it to go to seed slowly.,en,,,1,go to seed,train,MAGPIE
Why going to seed?,en,,,1,go to seed,train,MAGPIE
"We learn it, though, as a sign of his going to seed — and we wonder.",en,,,1,go to seed,train,MAGPIE
"He still wore his hair in a pony - tail, complete with ribbon, and wore an ankh on a chain around his neck, but beneath the veneer of a harmless flower - child gone to seed he was as acquisitive as a bower - bird.",en,,,1,go to seed,train,MAGPIE
"ZIMBABWE, according to the former Prime Minister of Rhodesia, Ian Smith, is ‘ going to the dogs’.",en,,,1,go to the dogs,train,MAGPIE
"' Going to the dogs, if you ask me. '",en,,,1,go to the dogs,train,MAGPIE
I was going to the dogs. ‘,en,,,1,go to the dogs,train,MAGPIE
But things really are going to the dogs.’,en,,,1,go to the dogs,train,MAGPIE
Gone to the dogs,en,,,1,go to the dogs,train,MAGPIE
"And finally tonight, if you 're going to the dogs at Armadale, Eubank runs in the fifth and Madonna goes in the tenth.",en,,,1,go to the dogs,train,MAGPIE
"Dog squadron instructor Keith Waugh was born to be in the RAF and, after 11 satisfying years, he's happy to say his family's links with the force have gone to the dogs",en,,,1,go to the dogs,train,MAGPIE
"The pessimistic thing was, the Hobbesians always looked back to the past, some golden age of order in the past, you know, when, when people knew what to do and er, and er, things were right as it were, and th they tend to want to restore some ideal state of order and authority that existed in the past, which was much better than now, because civilization has gone to the dogs, and been corrupted and so on.",en,,,1,go to the dogs,train,MAGPIE
Country's going to the dogs — men out of work everywhere — there's no money about ….,en,,,1,go to the dogs,train,MAGPIE
"When master - manufacturers talked of the danger of communism which lurked behind any limitation of the absolute right of employers to hire and fire at will, they meant not social revolution but merely that the right of property and the right of domination were indistinguishable, and a bourgeois society must go to the dogs once interference with property rights was permitted.",en,,,1,go to the dogs,train,MAGPIE
Christmas has definitely gone to the dogs — at least in novelist Jilly Cooper's latest bedroom scene.,en,,,1,go to the dogs,train,MAGPIE
"I should be boring my children, and the students at Oxford ~ University where I am Chancellor, with grumbles about how everything is going to the dogs.",en,,,1,go to the dogs,train,MAGPIE
"Zimbabwe, we are told, has already gone to the dogs.",en,,,1,go to the dogs,train,MAGPIE
"According to this, bourgeois society ought long ago to have gone to the dogs through sheer idleness ; for those who acquire anything, do not work.",en,,,1,go to the dogs,train,MAGPIE
"All you did was sit round like some old colonel in an Agatha Christie book, bellowing about the country going to the dogs.",en,,,1,go to the dogs,train,MAGPIE
"In a few hours of concentrated assault he could destroy months of determined surreptitious growth ; but then he would discover some other, overlooked area where things had been going to the dogs unheeded and some valiantly struggling patch of wood anemone or bluebells had been choked to the last gasp.",en,,,1,go to the dogs,train,MAGPIE
"After some initial encouraging noises from Jim Callaghan, the Labour Party turned this request down and the NILP was allowed to go to the wall in the near - war situation that the province had become by the early ' 70s.",en,,,1,go to the wall,train,MAGPIE
"As Robert was trying to remember whether that was the college he had said he had attended, Mr Malik went over to the far wall and began to pin up the league table of exam results.",en,,,0,go to the wall,train,MAGPIE
"Early PC - based software was both expensive and fairly awful ; Studio Software, who produced the first desktop publishing program for the PC recently went to the wall as a direct result of being unable to keep up with the new leaders.",en,,,1,go to the wall,train,MAGPIE
"Drivers left the trade, garages went to the wall.",en,,,1,go to the wall,train,MAGPIE
"Economic growth averaging some 3 % per year is likely to the end of the century, despite current measures to curb the huge budget deficit and the probability of periodic banking crises as financial institutions, many of them over - extended by loans to energy producers, go to the wall.",en,,,1,go to the wall,train,MAGPIE
"He knows that the poll tax was a shambles, but he was a diehard and continued to go to the wall with it.",en,,,1,go to the wall,train,MAGPIE
"For years the world price had been governed by the prolific yield from Anglesey and many British mines, especially marginal workings, had gone to the wall.",en,,,1,go to the wall,train,MAGPIE
"New figures have shown that a third more businesses went to the wall during nineteen ninety - two, with this region the hardest hit.",en,,,1,go to the wall,train,MAGPIE
"( ' We are not going to go to the wall for Escort and Parade ', an ' associate ' of Roy Hattersley told The Observer, 6th May 1990. )",en,,,1,go to the wall,train,MAGPIE
"It's gon na cost me a fair bit to get lines to the house I want so I 've got, er I, the problem is with, as dad was saying this morning, the majority of people when they 're starting their business they go to the wall because oh they 're going in for the, oh it's gon na be a quick sale",en,,,1,go to the wall,train,MAGPIE
"If Barnet, reportedly £ 1.3 m in debt, went to the wall, Walsall would probably go up in their place and Halifax would remain in the League.",en,,,1,go to the wall,train,MAGPIE
"It had upset him at the time, but you had to get over stuff like that or you 'd go to the wall.",en,,,1,go to the wall,train,MAGPIE
Property giant goes to wall,en,,,1,go to the wall,train,MAGPIE
"And the result of that, according to the Forum of Private Business, can be that they go to the wall, taking hundreds of jobs with them.",en,,,1,go to the wall,train,MAGPIE
"He got up from the desk, then went to the window wall and stood there.",en,,,0,go to the wall,train,MAGPIE
"Only see one way in which we are like God is in having moral and spiritual capacities no other creature has moral and spiritual capacities, they do not of the potential to worship, they do not of a code er, er, of moral laws, they 're not governed by that, it's a case of, of the, might makes right, it's a case of the strongest the one that survives and the weakest goes to the wall you 've only got to look er at a litter of pups and the last one is the one that's pushed to the back every time isn't it, there's no moral law there, those pups and the, and the bitch doesn't er work out, that because that one is weaker it should be getting more, more nourishment, it should be cared for better, it doesn't work like that in any thing else, but God has placed within humanity a moral responsibility and his place within as a spiritual capacity, were more than just animals, were created in his image, so God created us, capable of knowing him and growing to be like him and in his original creation they 're in need of, the, the, the highlight of it was when he came down and communicated and talked with Adam and Eve there in the garden and shared his heart with them and there was this perfect commune between God the creator and man his creation, he never did it to any animal, he didn't go and talk to the trees and the plants perfect though they were, he never looked on any of the other creatures that he had made, wonderful though they may be, beautiful in their colouring, and go and talk with them, but he talks with Adam and he shares his heart with him his purpose is that Adam should communicate with him and walk with him and has fellowship with him, growing to be like him, but you see even though God created us like that, he didn't create us as puppets, it wasn't God up in heaven pulling the strings and Adam did that and Eve did this and that was how it were, God is not a puppeteer and he made as capable of choosing good and evil, he gave us moral choices, because he made us his moral beings and so we could choose to do this and not to do that, we could choose to, to do this and to leave the other undone.",en,,,1,go to the wall,train,MAGPIE
"Certain firms might go to the wall under domestic competition but, as the proponents of the policy admit, ‘ the British economy as a whole is being feather - bedded’[Godley, 1979, 233 ].",en,,,1,go to the wall,train,MAGPIE
"But the Halifax said last year that they wouldn't take on any wounded soldiers, so that if er a society went to the wall and its debts were bad, then nobody may step in to s to actually erm erm solve the problem if you like.",en,,,1,go to the wall,train,MAGPIE
"The view was taken that, without strategic intervention, the city's financially ‘ sick’ hospitals, as they have been described, would have gone to the wall.",en,,,1,go to the wall,train,MAGPIE
Those who could stand the pace flourished ; those who could not went to the wall.,en,,,1,go to the wall,train,MAGPIE
"quite right, the statistics he was actually talking about, and somebody actually pulled him up on th, up on this and said, okay you 're talking about the number of firms who went to the wall, but what about new firms being created?",en,,,1,go to the wall,train,MAGPIE
"A TOTAL of 76 firms a day — one every 18 minutes — is going to the wall, a new business survey reveals.",en,,,1,go to the wall,train,MAGPIE
The trades unionist suspects that in competitive capitalism the weak go to the wall.,en,,,1,go to the wall,train,MAGPIE
On Sunday I heard that Sidcombe have gone to the wall.,en,,,1,go to the wall,train,MAGPIE
‘ You 'd go to the wall for the boy's story?’,en,,,1,go to the wall,train,MAGPIE
The cash it has taken from the likes of you and me has gone to cover its losses caused by firms going to the wall because of the recession.,en,,,1,go to the wall,train,MAGPIE
"The number of businesses going to the wall was 21pc higher than the previous quarter and 20pc up on the same period a year ago, underlining the renewed strength of recession since the spring.",en,,,1,go to the wall,train,MAGPIE
"The amount of tax coming in every year has dropped by £ 30 billion, with companies going to the wall and millions of people losing their jobs and claiming dole.",en,,,1,go to the wall,train,MAGPIE
Politicians were not prepared to risk the fragile social consensus by allowing troubled firms to go to the wall.,en,,,1,go to the wall,train,MAGPIE
THE village shop used by Norma Major and her son has gone to the wall — the latest victim of the recession.,en,,,1,go to the wall,train,MAGPIE
"something that it, either it is successful in itself and it no, no longer needs to be subsidized or something that they want to see go to the wall, if they want to see something going to the wall, it",en,,,1,go to the wall,train,MAGPIE
"A speechwriter's attempt to compensate for the public relations lapse in not going to the Berlin Wall, Mr Bush's prime time statement went out on all television channels on Thanksgiving Eve.",en,,,0,go to the wall,train,MAGPIE
Many stores were as small as 500 sq ft— about the size of the corner shops which they still resembled — but as the big boys got bigger the small shops went to the wall.,en,,,1,go to the wall,train,MAGPIE
"‘ It would be extremely sad to see this railway go to the wall, after so many volunteers have put in so much time and money to keep steam travel alive in Hampshire.’",en,,,1,go to the wall,train,MAGPIE
"The real war was waged against nettle and bramble — now there you really could persuade yourself that some malign force was at work, set upon reducing the whole place to a rank and thrusting wilderness, in which the weakest went to the wall.",en,,,1,go to the wall,train,MAGPIE
Small livestock farmers have gone to the wall in their thousands.,en,,,1,go to the wall,train,MAGPIE
"' No, I wouldn't let you, you 'd say thank you very much, the fees are this price, and I 'd like a nice flat of my own with carpets going right up to the wall and no counting how much electric fire we use. '",en,,,0,go to the wall,train,MAGPIE
Thousands of companies went to the wall.,en,,,1,go to the wall,train,MAGPIE
"I don't think I 'll go to the wall over eight, chairman.",en,,,1,go to the wall,train,MAGPIE
Quickly he went to the wall safe at the far end of the room and touched the combination.,en,,,0,go to the wall,train,MAGPIE
"If in five years time Middlesbrough are the richest club in the North but Darlington, Scarborough and Hartlepool have gone to the wall, we might reflect on the formation of the so - called superleague with some bitterness.",en,,,1,go to the wall,train,MAGPIE
"If I stood here the machine would go to that wall and the same that way and then round, in diameter.",en,,,0,go to the wall,train,MAGPIE
But its modern image as the ultimate safe stockbroker belt has been shattered as firms go to the wall and homes are repossessed.,en,,,1,go to the wall,train,MAGPIE
"The number of businesses going to the wall was 21 % higher than the previous quarter and 20 % up on the same period a year ago, underlining the renewed strength of recession since the spring.",en,,,1,go to the wall,train,MAGPIE
"Asked to explain why his chain should be doing so well when so many others are going to the wall, Mr Myers points to stringent management.",en,,,1,go to the wall,train,MAGPIE
"Does the Minister accept that in a recession in which many small businesses have gone to the wall, their failure is often identified with the late payment by large companies of their debts?",en,,,1,go to the wall,train,MAGPIE
"All day long I felt calm and joy, and it was the same when I went to the town and talked to the serving people and friends that I met, for I looked at people from the universal viewpoint of the Eternal.",en,,,0,go to town,train,MAGPIE
"and hopefully But I said to him about Duttons Road and I said to him what I 'll do is, I 've got ta go to town tomorrow I 'll er get some tapes and start taping",en,,,0,go to town,train,MAGPIE
You 've gone to town tonight seeing all this!,en,,,1,go to town,train,MAGPIE
"ah, you want to see some of the twenty five year olds going to town down here",en,,,0,go to town,train,MAGPIE
He had been held scoreless for the first twenty - five minutes of the game but certainly went to town afterwards!,en,,,1,go to town,train,MAGPIE
"And we used to go to town, we used to have really good, good er good day erm we used to have a procession and erm local, course local dignitaries used to come er, I I 've got a, one or two pictures in my scrapbook where erm it, I was asking, telling Jean she would have to look up er when we did begin trendsetters.",en,,,0,go to town,train,MAGPIE
"I m sure if they could manage to go to some obscure town on the borders of scotland last round, they could manage to ' waste ' 10 seconds on Leeds.",en,,,0,go to town,train,MAGPIE
"We talk of the monarchy as something there, er gossom, the gossip columnist go to town, they 've got the tourists coming to see the monarchy, to see the novelty, the attraction and all the rest of it.",en,,,1,go to town,train,MAGPIE
"About half that money will go to Mansfield Town, under a deal that Swindon's then manager Lou Macari agreed with them when he bought Calderwood 8 years ago.",en,,,0,go to town,train,MAGPIE
Yankie Doodle went to town riding on a pony.,en,,,0,go to town,train,MAGPIE
"Some went to town on Bolivia's planetary responsibility, warning that such barbarian customs would eventually lead to the flooding of New York and Miami and the extinction of the human race.",en,,,1,go to town,train,MAGPIE
"They would have to go up to the town, yes",en,,,0,go to town,train,MAGPIE
"I would like to go to the town today, and she's awfully she's no the day and they tend to go up at the end.",en,,,0,go to town,train,MAGPIE
"Well, if the Tories win, I mean the privatization will really go to town.",en,,,1,go to town,train,MAGPIE
"It now has a cricket pitch, which is of county standard ; and when the village's older inhabitants go to town they are ferried in taxis.",en,,,0,go to town,train,MAGPIE
They 're really going to town on these pavements aren't they?,en,,,1,go to town,train,MAGPIE
"If the binder has gone to town with his gilt on the outside, he may well have been tempted to spill over onto the inside edges, giving pleasant lacy - patterned borders to the paste - down, usually termed ‘ inside dentelles’.",en,,,1,go to town,train,MAGPIE
So they really do go to town in finding out your personal existing investments.,en,,,1,go to town,train,MAGPIE
"New York was long known as the imperial city — the place that drilled tunnels and threw majestic bridges across the East and Hudson rivers, whose railway stations celebrated beaux - arts architecture, and where rich visionaries went to town with such mighty groups of buildings as the Rockefeller Centre.",en,,,1,go to town,train,MAGPIE
"Just not there any more, you 've got to go to the town now to work.",en,,,0,go to town,train,MAGPIE
And if she wants a new pair of shoes she's got ta go to a new town and pay for them.,en,,,0,go to town,train,MAGPIE
And what do his parents think — him going off to a distant town with a stranger like you? ',en,,,0,go to town,train,MAGPIE
The industries which used to provide employment for inner city residents have either died or long since gone to the new towns or to green field sites and industrial estates on the outskirts of the towns.,en,,,0,go to town,train,MAGPIE
"Going back to the agents up in the town, the boatmen to get information about a ship coming in they would have to go up to the town",en,,,0,go to town,train,MAGPIE
"Well look, I 've got it all in my sort of purse ready you see, and I went off to town today and you know what I bought?",en,,,0,go to town,train,MAGPIE
We have to accommodate the worst cases in bed and breakfast places but there are very few in East Cleveland so some families have to go to other towns like Stockton and Middlesbrough. ',en,,,0,go to town,train,MAGPIE
He was a final - year student there when he went down to the provincial town of Kecskemet to earn some pocket money by delivering lectures.,en,,,0,go to town,train,MAGPIE
When we used to go to town he used to get her out and carry her.,en,,,0,go to town,train,MAGPIE
"I went to town, come back and he 'd gone.",en,,,0,go to town,train,MAGPIE
"We 're particularly proud of him in South Cambridgeshire, as we 're also proud that so many of our environmental health officers like Alan Hobson do sterling work for us, and we are looking to them in the in the future with this semi - autonomy that they 've been given to really take on board the opportunities which have been given to them under the 1990 Act to really go to town on environmental health.",en,,,1,go to town,train,MAGPIE
"We went to town with our rank, spotty friends, looking for sleaze.",en,,,0,go to town,train,MAGPIE
"We go out in the day together, we try to go to town once a week, and every Sunday we go to my aunty's house.",en,,,0,go to town,train,MAGPIE
"I don't, I don't go to the towns or",en,,,0,go to town,train,MAGPIE
Well you go to town on them then.,en,,,1,go to town,train,MAGPIE
Urban decay and faded glory inspire Richard S Taylor to pick up his watercolours and go to town with the medium.,en,,,1,go to town,train,MAGPIE
Yankie Doodle went to town riding on a pony.,en,,,0,go to town,train,MAGPIE
' You should have told us you were so eager to go to the town. ',en,,,0,go to town,train,MAGPIE
"Aye she, just, she got some more pink wool Monday when we went to town, er like like an",en,,,0,go to town,train,MAGPIE
"She always looks like she's half - asleep, but once she gets into an argument, she really goes to town.",en,,,1,go to town,train,MAGPIE
"Geoffrey Cardwell, defending, said Stephenson had gone to town to buy presents and had bought a bottle of vodka.",en,,,0,go to town,train,MAGPIE
